repo_name	repo_path	branch	head_sha	working_tree_dirty	archived_file_count	archive_bytes	archive_sha256
CIC-test-uk-aq-schema	/Users/mikehinford/Library/CloudStorage/Dropbox/Projects/CIC Website/CIC Air Quality Networks/CIC-Test-UK-AQ-Schema/CIC-test-uk-aq-schema	main	73b2fc73bafbf18444a6830200b5a64b0216f8eb	no	185	234008	732bdd8756ab93c3b96ae9ab8a37e88c71b993c369971fa07de0acb503ea1170
